"","X.1","X","ID","NameOfPDF","Author","DOI","CodingFinished","Screener","Extracter","DataExtracted","Extraction.Suitable","ExtractionComments","Sampled_Soil_Available_notpH","FullyFactorial","SpatialExtent.km2.","Country","Season.s.","ExperimentObservation","Method","LandUse","LandIntensification","HabitatLossFragmentation","Climate","Pollution","InvasiveSpp","NutrientEnrichment","PollutionSource","OtherBiodiversity","EcosystemFunction","Case_ID","CaseDescription","Latitude","Longitude","SamplingDuration_months","SoilPH","PollutionType","PollutantClass","PollutionName","SecondaryPollution","TreatmentDescription","Control_absValue","Control_absValueUnit","Treatment_absValue","Treatment_absValueUnit","TaxaGroup","TaxaBodysize","Control_mean","Control_SD","Control_N","Treatment_mean","Treatment_SD","Treatment_N","Measurement","MeasurementUnits","Error","Data_Source","System","ColdDrySystems","WetlandSystems","AgricultureType","Tillage","WoodyType","WoodyUse","Grassland","Agroforestry","ArtificialSystem","SystemComments","SamplingMethod","GeneralComments","TaxonomicResolutionRichness","TaxaGroupings","LongTerm","RecommendedDose","PollutantClass1","PesticideType","Neonicotinoid","SeedCoating","MultiSubstanceWithInsecticide","PollutionNameCorrected","Comments","TaxaGroupGSBA","BodySizeCat","BiodivMetric","RecommendedRate","LongTerm2","RepeatedApplication","TemporalExtent","ES","VarES","Control_SD_approx","Treatment_SD_approx","ES2","VarES2"
"235",235,820,3164,"Lins_2007_Neotropical Entomology","Lins","10.1590/s1519-566x2007000200013",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","Brazil","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","d","nicosulfuron","22d14.5mS","54d49mW",0,"5.55","Pesticides","Herbicide","Nicosulfuron","No","hebicide single application with coastal pulverizer in no-till crops",0,"ml/ha","44.8","ml/ha","Collembola","Mesofauna",13.506588579795,3.44291384051494,24,12.6939970717423,14.5247927646729,24,"Abundance",NA,"SE","F3","Agriculture",NA,NA,"Rotation (within year or across years?)","None",NA,NA,NA,NA,NA,"corn/soy rotation",NA,NA,NA,NA,"40 days","probably at recommended rate","Herbicide","Herbicide","no","no","no","nicosulfuron",NA,"Collembola","Mesofauna","Abundance",NA,"a few months (1 < x =< 3)","single","days/weeks",-0.0757219530935474,0.0833930605643781,3.44291384051494,14.5247927646729,-0.0757219530935474,0.0833930605643781
"236",236,821,3164,"Lins_2007_Neotropical Entomology","Lins","10.1590/s1519-566x2007000200013",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","Brazil","Summer","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","a","glyphosate","22d14.5mS","54d49mW",0,"5.55","Pesticides","Herbicide","Glyphosate","No","hebicide single application with coastal pulverizer in no-till crops",0,"ml/ha","900.0","ml/ha","Collembola","Mesofauna",13.506588579795,3.44291384051494,24,7.33528550512445,13.9868374770925,24,"Abundance",NA,"SE","F3","Agriculture",NA,NA,"Rotation (within year or across years?)","None",NA,NA,NA,NA,NA,"corn/soy rotation",NA,NA,NA,NA,"40 days","probably at recommended rate","Herbicide","Herbicide","no","no","no","glyphosate",NA,"Collembola","Mesofauna","Abundance",NA,"a few months (1 < x =< 3)","single","days/weeks",-0.595954387758841,0.0870329336696772,3.44291384051494,13.9868374770925,-0.595954387758841,0.0870329336696772
"237",237,828,3238,"Liang_2007_Australian Journal of Entomology","Liang","10.1111/j.1440-6055.2007.00583.x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"10km+","Australia","Summer and Autumn and Winter","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","c","site 1, pesticide 3","33d19mS","151d14mE",8,NA,"Pesticides","Insecticide","methidathion","No","two sprayed applications of pesticide at high volume versus a control unsprayed, sampling 2 and 11 week after spraying",0,"L/ha","10000.0","L/ha (of a solution of 125,mL Supracide 400 EC/100 L water: further info in Rae et al. 1996)","Arthropods (mites, collembola, isopoda, coleoptera, dermaptera, diptera, hemiptera, hymenoptera, lepidoptera, thysanoptera)",NA,356.635514018691,475.514018691588,16,24.6728971962617,26.9158878504672,16,"Abundance","individuals","SD","F1","Agriculture",NA,NA,"Permaculture/Non-annual",NA,NA,NA,NA,NA,NA,"citrus trees","0-5 cm depth litter+soil sampling","field experiment",NA,NA,"11 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","methidathion","famille organophosphates","Soil fauna","Multiple","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",-0.96081864489858,0.139424569818512,475.514018691588,26.9158878504672,-0.96081864489858,0.139424569818512
"238",238,829,3238,"Liang_2007_Australian Journal of Entomology","Liang","10.1111/j.1440-6055.2007.00583.x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"10km+","Australia","Summer and Autumn and Winter","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","e","site 2, pesticide 2","33d14mS","151d13mE",0,NA,"Pesticides","Insecticide","methidathion","No","two sprayed applications of pesticide at high volume versus a control unsprayed, sampling 1 year after application",0,"L/ha","12000.0","L/ha (of a solution of 125,mL Supracide 400 EC/100 L water: further info in Rae et al. 1996)","Arthropods (mites, collembola, isopoda, coleoptera, dermaptera, diptera, hemiptera, hymenoptera, lepidoptera, thysanoptera)",NA,158.441558441558,45.2686365141139,15,159.090909090909,62.6295250877478,10,"Abundance","individuals","SD","F2","Agriculture",NA,NA,"Permaculture/Non-annual",NA,NA,NA,NA,NA,NA,"citrus trees","0-5 cm depth litter+soil sampling","field expe, long term effects",NA,NA,"1 year","at recommended rate","Insecticide","Insecticide","no","no","no","methidathion","famille organophosphates","Soil fauna","Multiple","Abundance","at recommended rate","several months (3 < x < 12)","multiple","months",0.0119040744685329,0.166669500806446,45.2686365141139,62.6295250877478,0.0119040744685329,0.166669500806446
"239",239,830,3238,"Liang_2007_Australian Journal of Entomology","Liang","10.1111/j.1440-6055.2007.00583.x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"10km+","Australia","Summer and Autumn and Winter","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","a","site 1, pesticide 1","33d19mS","151d14mE",8,NA,"Pesticides","Insecticide","petroleum-derived mineral oil (HMO): Ampol D-C-Tron Plus","No","two sprayed applications of pesticide at high volume versus a control unsprayed, sampling 2 and 11 week after spraying",0,"L/ha","10000.0","L/ha (of a solution of 1 mL HMO/100 mL water: further info in Rae et al. 1996)","Arthropods (mites, collembola, isopoda, coleoptera, dermaptera, diptera, hemiptera, hymenoptera, lepidoptera, thysanoptera)",NA,356.635514018691,475.514018691588,16,225.420560747663,134.579439252336,16,"Abundance","individuals","SD","F1","Agriculture",NA,NA,"Permaculture/Non-annual",NA,NA,NA,NA,NA,NA,"citrus trees","0-5 cm depth litter+soil sampling","field experiment",NA,NA,"11 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","petroleum-derived mineral oil (HMO)","Ampol D-C-Tron Plus c'est le nom de la formulation","Soil fauna","Multiple","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",-0.366014490052212,0.127093228233253,475.514018691588,134.579439252336,-0.366014490052212,0.127093228233253
"240",240,831,3238,"Liang_2007_Australian Journal of Entomology","Liang","10.1111/j.1440-6055.2007.00583.x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"10km+","Australia","Summer and Autumn and Winter","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","b","site 1, pesticide 2","33d19mS","151d14mE",8,NA,"Pesticides","Insecticide","carbaryl","No","two sprayed applications of pesticide at high volume versus a control unsprayed, sampling 2 and 11 week after spraying",0,"L/ha","10000.0","L/ha (of a solution of 140 mL carbaryl 500 EC/100 L water)","Arthropods (mites, collembola, isopoda, coleoptera, dermaptera, diptera, hemiptera, hymenoptera, lepidoptera, thysanoptera)",NA,356.635514018691,475.514018691588,16,23.5514018691589,26.9158878504672,16,"Abundance","individuals","SD","F1","Agriculture",NA,NA,"Permaculture/Non-annual",NA,NA,NA,NA,NA,NA,"citrus trees","0-5 cm depth litter+soil sampling","field experiment",NA,NA,"11 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","carbaryl","famille carbamates","Soil fauna","Multiple","Abundance","at recommended rate","a few months (1 < x =< 3)","multiple","days/weeks",-0.964064653834048,0.139522197762065,475.514018691588,26.9158878504672,-0.964064653834048,0.139522197762065
"241",241,832,3238,"Liang_2007_Australian Journal of Entomology","Liang","10.1111/j.1440-6055.2007.00583.x",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"10km+","Australia","Summer and Autumn and Winter","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","d","site 2, pesticide 1","33d14mS","151d13mE",0,NA,"Pesticides","Insecticide","petroleum-derived mineral oil (HMO): Ampol D-C-Tron Plus","No","two sprayed applications of pesticide at high volume versus a control unsprayed, sampling 1 year after application",0,"L/ha","12000.0","L/ha (of a solution of 1 mL HMO/100 mL water: further info in Rae et al. 1996)","Arthropods (mites, collembola, isopoda, coleoptera, dermaptera, diptera, hemiptera, hymenoptera, lepidoptera, thysanoptera)",NA,158.441558441558,45.2686365141139,15,150.324675324675,31.8281193068893,10,"Abundance","individuals","SD","F2","Agriculture",NA,NA,"Permaculture/Non-annual",NA,NA,NA,NA,NA,NA,"citrus trees","0-5 cm depth litter+soil sampling","field expe, long term effects",NA,NA,"1 year","at recommended rate","Insecticide","Insecticide","no","no","no","petroleum-derived mineral oil (HMO)","Ampol D-C-Tron Plus c'est le nom de la formulation","Soil fauna","Multiple","Abundance","at recommended rate","several months (3 < x < 12)","multiple","months",-0.19358979600055,0.167416206848977,45.2686365141139,31.8281193068893,-0.19358979600055,0.167416206848977
"242",242,833,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","i","oribatid, pesti1",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin+bifenthrin","Yes","single spray at recommended doses of a mix of neonicotinoid and pyrethroid, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Oribatid","Micro-arthropods",27.92792793,22.06747516,6,41.44144144,27.58434395,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","MultiSubstance","yes","no","yes","clothianidin; bifenthrin","bifenthrin famille pyréthrinoïdes. LB: treatment with neonicotinoid as spray, not seed coating","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",0.499207017057453,0.343716985244975,22.06747516,27.58434395,0.499207017057453,0.343716985244975
"243",243,834,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","g","earthworms biomass, pesti 3",NA,NA,0,"6.0","Pesticides","Insecticide","chloranthraniliprole","No","single spray at recommended doses, sampling 3 weeks after treatment",0,"kg/ha","0.23","kg/ha","Earthworms",NA,7.59726962457338,1.70544678337121,6,7.98634812286689,2.05656817994766,6,"Biomass","g","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","chloranthraniliprole","insecticide et acaricide","Earthworms","Macrofauna","Biomass","at recommended rate","several days (=< 30)","single","days/weeks",0.190040118467137,0.334838135276125,1.70544678337121,2.05656817994766,0.190040118467137,0.334838135276125
"244",244,835,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","j","oribatid, pesti2",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin","No","single spray at recommended doses of neonicotinoid alone, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Oribatid","Micro-arthropods",27.92792793,22.06747516,6,26.12612613,22.06747516,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-0.0753418633295132,0.333569849848748,22.06747516,22.06747516,-0.0753418633295132,0.333569849848748
"245",245,836,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","h","earthworms biomass, pesti 4",NA,NA,0,"6.0","Pesticides","Insecticide","carbaryl","No","single spray, positive control, sampling 3 weeks after treatment",0,"kg/ha","9.46","kg/ha","Earthworms",NA,7.59726962457338,1.70544678337121,6,5.52901023890785,1.1536845887511,6,"Biomass","g","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","carbaryl","famille carbamates","Earthworms","Macrofauna","Biomass","at recommended rate","several days (=< 30)","single","days/weeks",-1.31081915952676,0.404926952874268,1.70544678337121,1.1536845887511,-1.31081915952676,0.404926952874268
"246",246,837,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","l","oribatid, pesti4",NA,NA,0,"6.0","Pesticides","Insecticide","carbaryl","No","single spray, positive control, sampling 3 weeks after treatment",0,"kg/ha","9.46","kg/ha","Oribatid","Micro-arthropods",27.92792793,22.06747516,6,63.96396396,50.75519287,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","carbaryl","famille carbamates","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",0.849681236706562,0.363414925167133,22.06747516,50.75519287,0.849681236706562,0.363414925167133
"247",247,838,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","m","predatory mites, pesti1",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin+bifenthrin","Yes","single spray at recommended doses of a mix of neonicotinoid and pyrethroid, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Predatory mites","Micro-arthropods",27.88844622,7.855933239,6,13.38645418,3.757185462,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","MultiSubstance","yes","no","yes","clothianidin; bifenthrin","bifenthrin famille pyréthrinoïdes. LB: treatment with neonicotinoid as spray, not seed coating","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-2.17319161471959,0.530115074761982,7.855933239,3.757185462,-2.17319161471959,0.530115074761982
"248",248,839,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","r","collembola, pesti2",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin","No","single spray at recommended doses of neonicotinoid alone, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Collembola","Micro-arthropods",75.05938242,43.63699067,6,5.93824228,3.490959253,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Collembola","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-2.06047699920037,0.510231894343073,43.63699067,3.490959253,-2.06047699920037,0.510231894343073
"249",249,840,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","k","oribatid, pesti3",NA,NA,0,"6.0","Pesticides","Insecticide","chloranthraniliprole","No","single spray at recommended doses, sampling 3 weeks after treatment",0,"kg/ha","0.23","kg/ha","Oribatid","Micro-arthropods",27.92792793,22.06747516,6,99.0990991,186.4701651,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","chloranthraniliprole","insecticide et acaricide","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",0.494619995961753,0.34352703918355,22.06747516,186.4701651,0.494619995961753,0.34352703918355
"250",250,841,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","p","predatory mites, pesti4",NA,NA,0,"6.0","Pesticides","Insecticide","carbaryl","No","single spray, positive control, sampling 3 weeks after treatment",0,"kg/ha","9.46","kg/ha","Predatory mites","Micro-arthropods",27.88844622,7.855933239,6,26.77290837,8.539057868,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","carbaryl","famille carbamates","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-0.125460912683351,0.333989185025472,7.855933239,8.539057868,-0.125460912683351,0.333989185025472
"251",251,842,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","q","collembola, pesti1",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin+bifenthrin","Yes","single spray at recommended doses of a mix of neonicotinoid and pyrethroid, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Collembola","Micro-arthropods",75.05938242,43.63699067,6,11.40142518,5.818265422,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","MultiSubstance","yes","no","yes","clothianidin; bifenthrin","bifenthrin famille pyréthrinoïdes. LB: treatment with neonicotinoid as spray, not seed coating","Collembola","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-1.88698482618712,0.481696322260851,43.63699067,5.818265422,-1.88698482618712,0.481696322260851
"252",252,843,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","b","earthworms abdc, pesti 2",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin","No","single spray at recommended doses of neonicotinoid alone, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Earthworms",NA,34.1439688715953,3.57415818499492,6,28.7937743190661,8.57797964398771,6,"Abundance","individuals","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Earthworms","Macrofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-0.751310471440128,0.356852809353983,3.57415818499492,8.57797964398771,-0.751310471440128,0.356852809353983
"253",253,844,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","s","collembola, pesti3",NA,NA,0,"6.0","Pesticides","Insecticide","chloranthraniliprole","No","single spray at recommended doses, sampling 3 weeks after treatment",0,"kg/ha","0.23","kg/ha","Collembola","Micro-arthropods",75.05938242,43.63699067,6,25.89073634,12.21835739,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","chloranthraniliprole","insecticide et acaricide","Collembola","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-1.41592582156746,0.416868580507562,43.63699067,12.21835739,-1.41592582156746,0.416868580507562
"254",254,845,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","t","collembola, pesti4",NA,NA,0,"6.0","Pesticides","Insecticide","carbaryl","No","single spray, positive control, sampling 3 weeks after treatment",0,"kg/ha","9.46","kg/ha","Collembola","Micro-arthropods",75.05938242,43.63699067,6,52.01900238,36.65507216,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","carbaryl","famille carbamates","Collembola","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-0.527585968245928,0.34493112307875,43.63699067,36.65507216,-0.527585968245928,0.34493112307875
"255",255,846,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","f","earthworms biomass, pesti 2",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin","No","single spray at recommended doses of neonicotinoid alone, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Earthworms",NA,7.59726962457338,1.70544678337121,6,5.79522184300342,2.05656817994763,6,"Biomass","g","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Earthworms","Macrofauna","Biomass","at recommended rate","several days (=< 30)","single","days/weeks",-0.880185811847811,0.365613627640758,1.70544678337121,2.05656817994763,-0.880185811847811,0.365613627640758
"256",256,847,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","n","predatory mites, pesti2",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin","No","single spray at recommended doses of neonicotinoid alone, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Predatory mites","Micro-arthropods",27.88844622,7.855933239,6,35,5.123434721,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","yes","yes/no (depends on the study)","no","clothianidin","neonic","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",0.989477361400645,0.374127727030183,7.855933239,5.123434721,0.989477361400645,0.374127727030183
"257",257,848,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","o","predatory mites, pesti3",NA,NA,0,"6.0","Pesticides","Insecticide","chloranthraniliprole","No","single spray at recommended doses, sampling 3 weeks after treatment",0,"kg/ha","0.23","kg/ha","Predatory mites","Micro-arthropods",27.88844622,7.855933239,6,34.58167331,25.95873592,6,"Abundance","individuals","SD","F3","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"Tullgren",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","Insecticide","no","no","no","chloranthraniliprole","insecticide et acaricide","Acari","Mesofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",0.322047588302015,0.337654777047131,7.855933239,25.95873592,0.322047588302015,0.337654777047131
"258",258,849,3267,"Larson_2012_Pest Management Science","Larson","10.1002/ps.2321",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Others","aboveground invertebrates
","one","a","earthworms abdc, pesti 1",NA,NA,0,"6.0","Pesticides","Insecticide","chlothianidin+bifenthrin","Yes","single spray at recommended doses of a mix of neonicotinoid and pyrethroid, sampling 3 weeks after treatment",0,"kg/ha","0.15","kg/ha","Earthworms",NA,34.1439688715953,3.57415818499492,6,22.7626459143968,6.43348473299091,6,"Abundance","individuals","SD","F2","Artificial",NA,NA,NA,NA,NA,NA,NA,NA,"golf turf",NA,"0-15 cm depth",NA,NA,NA,"3 weeks","at recommended rate","Insecticide","MultiSubstance","yes","no","yes","clothianidin; bifenthrin","bifenthrin famille pyréthrinoïdes. LB: treatment with neonicotinoid as spray, not seed coating","Earthworms","Macrofauna","Abundance","at recommended rate","several days (=< 30)","single","days/weeks",-2.01805516499691,0.503022777040447,3.57415818499492,6.43348473299091,-2.01805516499691,0.503022777040447
